Ref,Val,Package,PosX,PosY,Rot,Side
"C57","4u7 X7R 100V","C_1206_3216_DensityHigh",21.350400,36.899900,-90.000000,bottom
"C58","4u7 X7R 100V","C_1206_3216_DensityHigh",23.350400,36.899900,-90.000000,bottom
"C59","4u7 X7R 100V","C_1206_3216_DensityHigh",25.350400,36.899900,-90.000000,bottom
"C60","1u X7R 25V","C_0603_1608_DensityHigh",22.850400,32.699900,90.000000,bottom
"C61","4u7 X7R 100V","C_1206_3216_DensityHigh",44.650400,36.924900,-90.000000,bottom
"C62","4u7 X7R 100V","C_1206_3216_DensityHigh",46.650400,36.924900,-90.000000,bottom
"C63","4u7 X7R 100V","C_1206_3216_DensityHigh",48.650400,36.924900,-90.000000,bottom
"C64","4u7 X7R 100V","C_1206_3216_DensityHigh",50.650400,36.924900,-90.000000,bottom
"C65","4u7 X7R 100V","C_1206_3216_DensityHigh",41.000000,56.900000,180.000000,bottom
"C67","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,38.749900,0.000000,bottom
"C68","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,40.749900,0.000000,bottom
"C69","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,42.749900,0.000000,bottom
"C70","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,44.749900,0.000000,bottom
"C71","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,42.699900,0.000000,bottom
"C72","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,38.749900,180.000000,bottom
"C73","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,38.699900,0.000000,bottom
"C74","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,38.699900,180.000000,bottom
"C75","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,40.699900,180.000000,bottom
"C76","10n X7R 100V","C_0402_1005_DensityHigh",28.607906,34.309904,0.000000,bottom
"C77","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,42.699900,180.000000,bottom
"C78","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,44.699900,180.000000,bottom
"C79","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,44.749900,180.000000,bottom
"C80","4u7 X7R 100V","C_1206_3216_DensityHigh",64.300400,42.749900,0.000000,bottom
"C81","4u7 X7R 100V","C_1206_3216_DensityHigh",64.300400,40.749900,0.000000,bottom
"C82","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,42.749900,180.000000,bottom
"C83","22u X7R 10V","C_0805_2012_DensityHighest",15.975401,31.224903,180.000000,bottom
"C84","4u7 X7R 16V","C_0603_1608_DensityHigh",28.300400,32.699900,90.000000,bottom
"C85","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,40.749900,180.000000,bottom
"C87","4u7 X7R 100V","C_1206_3216_DensityHigh",29.000000,56.900000,0.000000,bottom
"C102","100n X7R 50V","C_0402_1005_DensityHigh",21.570400,13.769900,90.000000,bottom
"C104","100n X7R 50V","C_0402_1005_DensityHigh",30.600400,36.199900,90.000000,bottom
"C105","100n X7R 50V","C_0402_1005_DensityHigh",54.153385,28.954867,150.000000,bottom
"C106","10u X7R 25V","C_0805_2012_DensityHighest",56.323417,28.249904,-30.000000,bottom
"C107","100n X7R 50V","C_0402_1005_DensityHigh",18.225400,24.374900,-45.000000,bottom
"C110","4u7 X7R 16V","C_0603_1608_DensityHigh",31.750400,14.649900,90.000000,bottom
"C111","100n X7R 50V","C_0402_1005_DensityHigh",32.850400,14.349900,90.000000,bottom
"C125","100n X7R 50V","C_0402_1005_DensityHigh",38.140401,8.609897,-90.000000,bottom
"D1","SMBJ51CD-M3/H","DIOM4336X24N",15.900000,59.500000,0.000000,bottom
"D2","SMBJ51CD-M3/H","DIOM4336X24N",54.100000,59.500000,180.000000,bottom
"D14","BAT41KFILM","D_SOD-523",25.040400,14.117400,-90.000000,bottom
"D15","BAT41KFILM","D_SOD-523",23.570400,14.119900,-90.000000,bottom
"FB4","1k @ 100MHz","R_0805_2012_DensityHigh",11.500400,32.999900,90.000000,bottom
"FM2","Fiducial","Fiducial_1mm_Mask2mm",13.500400,21.999900,180.000000,bottom
"FM4","Fiducial","Fiducial_1mm_Mask2mm",56.500400,21.999900,180.000000,bottom
"FM6","Fiducial","Fiducial_1mm_Mask2mm",35.000400,74.999900,180.000000,bottom
"J1","XT60PW-F","AMASS_XT60PW-F_1x02_P7.20mm_Horizontal",39.650400,60.249900,180.000000,bottom
"J2","XT60PW-M","AMASS_XT60PW-M_1x02_P7.20mm_Horizontal",30.350400,60.249900,180.000000,bottom
"J8","S2B-PH-SM4-TB","JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal",26.300400,7.999900,90.000000,bottom
"J9","S2B-PH-SM4-TB","JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal",43.700400,7.999900,-90.000000,bottom
"L3","2u2","L_Coilcraft_LPS3314",19.550400,32.199900,-90.000000,bottom
"Q9","PMV90ENER","SOT-23-3",35.000400,9.199900,-90.000000,bottom
"R19","100k 1%","R_0402_1005_DensityHigh",35.000400,19.989900,180.000000,bottom
"R20","DNP","R_0402_1005_DensityHigh",35.000400,20.799900,0.000000,bottom
"R28","10k 1%","R_0402_1005_DensityHigh",22.420400,13.769900,90.000000,bottom
"R31","0R","R_0402_1005_DensityHigh",30.200400,34.899900,0.000000,bottom
"R32","0R","R_0402_1005_DensityHigh",54.590891,29.712638,150.000000,bottom
"R34","10R 1%","R_0603_1608_DensityHigh",35.000400,11.939900,180.000000,bottom
"R48","100R 1% 1/5W","R_0402_1005_DensityHigh",20.100010,22.549383,-45.000000,bottom
"R49","100R 1% 1/5W","R_0402_1005_DensityHigh",22.557205,20.092187,-45.000000,bottom
"U4","TPS62172DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",15.775399,33.374903,0.000000,bottom
"U5","LP2992IM5-3.3/NOPB","SOT95P280X145-5N",25.557900,33.009903,0.000000,bottom
"U7","AS5047P","SOP-14_4.4x5mm_P0.65mm_H1.2mm",35.000400,34.999900,180.000000,bottom
"U8","AS5048B","SOP-14_4.4x5mm_P0.65mm_H1.2mm",52.753518,24.750000,60.000000,bottom
"U9","SN65HVD35DR","SOIC-14 5.4mm",24.393636,24.393348,-135.000000,bottom
"U11","DGD0216WT-7","SOT-23-5",35.000400,14.699900,-90.000000,bottom
